case_name,docket,ROBERTS,THOMAS,ALITO,SOTOMAYOR,KAGAN,GORSUCH,KAVANAUGH,BARRETT,JACKSON
Landor v. LA DOC,23-1197,410,227,441,1162,796,1632,482,1633,1421
Rico v. United States,24-1056,144,69,697,432,329,671,0,4,731
Learning Resource, Inc. v. Trump, President of U.S.,24-1287,705,223,1473,1293,1122,1737,1831,2017,1874
Fernandez v. United States,24-556,209,117,578,1085,825,227,718,401,1203
Hain Celestial Group v. Palmquist,24-724,39,46,41,336,714,251,0,636,748
GEO Group, Inc. v. Menocal,24-758,67,112,250,462,207,0,189,141,554
Coney Island Auto Parts, Inc. v. Burton,24-808,209,73,495,338,215,168,1,70,408
Rutherford v. United States,24-820,159,146,351,575,357,411,320,364,1437
Hencely v. Flour Corp,24-924,233,297,1044,620,469,442,1895,1118,731
