case,date_argued,docket,petitioner_counsel,respondent_counsel,arguing_amici,lower_court,cert_amici,merits_amici
Trump v. Casa,5/15/2024,24A884,D. John Sauer,Kelsi Brown Corkran; William Harold Powell,,CA4,11,18
