"docket_number","filing_year","total_amici","petition_granted"
"18-7279",2018,0,0
"18-728",2018,3,0
"18-7280",2018,0,0
"18-7281",2018,0,0
"18-7282",2018,0,0
"18-7283",2018,0,0
"18-7284",2018,0,0
"18-7285",2018,0,0
"18-7286",2018,0,0
"18-7287",2018,0,0
"18-7288",2018,0,0
"18-7289",2018,0,0
"18-729",2018,0,0
"18-7290",2018,0,0
"18-7291",2018,0,0
"18-7292",2018,0,0
"18-7293",2018,0,0
"18-7294",2018,0,0
"18-7295",2018,0,0
"18-7296",2018,0,0
"18-7297",2018,0,0
"18-7298",2018,0,0
"18-7299",2018,0,0
"18-73",2018,0,0
"18-730",2018,0,0
"18-7300",2018,0,0
"18-7301",2018,0,0
"18-7302",2018,0,0
"18-7303",2018,0,0
"18-7304",2018,0,0
"18-7305",2018,0,0
"18-7306",2018,0,0
"18-7307",2018,0,0
"18-7308",2018,0,0
"18-7309",2018,0,0
"18-731",2018,0,0
"18-7310",2018,0,0
"18-7311",2018,0,0
"18-7312",2018,0,0
"18-7313",2018,0,0
"18-7314",2018,0,0
"18-7315",2018,0,0
"18-7316",2018,0,0
"18-7317",2018,0,0
"18-7318",2018,0,0
"18-7319",2018,0,0
"18-732",2018,0,0
"18-7320",2018,0,0
"18-7321",2018,0,0
"18-7322",2018,0,0
"18-7323",2018,0,0
"18-7324",2018,0,0
"18-7325",2018,0,0
"18-7326",2018,0,0
"18-7327",2018,0,0
"18-7328",2018,0,0
"18-7329",2018,0,0
"18-733",2018,4,0
"18-7330",2018,0,0
"18-7331",2018,0,0
"18-7332",2018,0,0
"18-7333",2018,0,0
"18-7334",2018,0,0
"18-7335",2018,0,0
"18-7336",2018,0,0
"18-7337",2018,0,0
"18-7338",2018,0,0
"18-7339",2018,0,0
"18-734",2018,0,0
"18-7340",2018,0,0
"18-7341",2018,0,0
"18-7342",2018,0,0
"18-7343",2018,0,0
"18-7344",2018,0,0
"18-7345",2018,0,0
"18-7346",2018,0,0
"18-7347",2018,0,0
"18-7348",2018,0,0
"18-7349",2018,0,0
"18-735",2018,0,0
"18-7350",2018,0,0
"18-7351",2018,0,0
"18-7352",2018,0,0
"18-7353",2018,0,0
"18-7354",2018,0,0
"18-7355",2018,0,0
"18-7356",2018,0,0
"18-7357",2018,0,0
"18-7358",2018,0,0
"18-7359",2018,0,0
"18-736",2018,0,0
"18-7360",2018,0,0
"18-7361",2018,0,0
"18-7362",2018,0,0
"18-7363",2018,0,0
"18-7364",2018,0,0
"18-7365",2018,0,0
"18-7366",2018,0,0
"18-7367",2018,0,0
"18-7368",2018,0,0
"18-7369",2018,0,0
"18-737",2018,0,0
"18-7370",2018,0,0
"18-7371",2018,0,0
"18-7372",2018,0,0
"18-7373",2018,0,0
"18-7374",2018,0,0
"18-7375",2018,0,0
"18-7376",2018,0,0
"18-7377",2018,0,0
"18-7378",2018,0,0
"18-7379",2018,0,0
"18-738",2018,0,0
"18-7380",2018,0,0
"18-7381",2018,0,0
"18-7382",2018,0,0
"18-7383",2018,0,0
"18-7384",2018,0,0
"18-7385",2018,0,0
"18-7386",2018,0,0
"18-7387",2018,0,0
"18-7388",2018,0,0
"18-7389",2018,0,0
"18-739",2018,0,0
"18-7390",2018,0,0
"18-7391",2018,0,0
"18-7392",2018,0,0
"18-7393",2018,0,0
"18-7394",2018,0,0
"18-7395",2018,0,0
"18-7396",2018,0,0
"18-7397",2018,0,0
"18-7398",2018,0,0
"18-7399",2018,0,0
"18-74",2018,0,0
"18-740",2018,0,0
"18-7400",2018,0,0
"18-7401",2018,0,0
"18-7402",2018,0,0
"18-7403",2018,0,0
"18-7404",2018,0,0
"18-7405",2018,0,0
"18-7406",2018,0,0
"18-7407",2018,0,0
"18-7408",2018,0,0
"18-7409",2018,0,0
"18-741",2018,0,0
"18-7410",2018,0,0
"18-7411",2018,0,0
"18-7412",2018,0,0
"18-7413",2018,0,0
"18-7414",2018,1,0
"18-7415",2018,0,0
"18-7416",2018,0,0
"18-7417",2018,0,0
"18-7418",2018,0,0
"18-7419",2018,0,0
"18-742",2018,0,0
"18-7420",2018,0,0
"18-7421",2018,0,0
"18-7422",2018,0,0
"18-7423",2018,0,0
"18-7424",2018,0,0
"18-7425",2018,0,0
"18-7426",2018,0,0
"18-7427",2018,0,0
"18-7428",2018,0,0
"18-7429",2018,0,0
"18-743",2018,0,0
"18-7430",2018,0,0
"18-7431",2018,0,0
"18-7432",2018,0,0
"18-7433",2018,0,0
"18-7434",2018,0,0
"18-7435",2018,0,0
"18-7436",2018,0,0
"18-7437",2018,0,0
"18-7438",2018,0,0
"18-7439",2018,0,0
"18-744",2018,0,0
"18-7440",2018,0,0
"18-7441",2018,0,0
"18-7442",2018,0,0
"18-7443",2018,0,0
"18-7444",2018,0,0
"18-7445",2018,0,0
"18-7446",2018,0,0
"18-7447",2018,0,0
"18-7448",2018,0,0
"18-7449",2018,0,0
"18-745",2018,0,0
"18-7450",2018,0,0
"18-7451",2018,0,0
"18-7452",2018,0,0
"18-7453",2018,0,0
"18-7454",2018,0,0
"18-7455",2018,0,0
"18-7456",2018,0,0
"18-7457",2018,0,0
"18-7458",2018,0,0
"18-7459",2018,0,0
"18-746",2018,0,0
"18-7460",2018,0,0
"18-7461",2018,0,0
"18-7462",2018,0,0
"18-7463",2018,0,0
"18-7464",2018,0,0
"18-7465",2018,0,0
"18-7466",2018,0,0
"18-7467",2018,0,0
"18-7468",2018,0,0
"18-7469",2018,0,0
"18-747",2018,0,0
"18-7470",2018,0,0
"18-7471",2018,0,0
"18-7472",2018,0,0
"18-7473",2018,0,0
"18-7474",2018,0,0
"18-7475",2018,0,0
"18-7476",2018,0,0
"18-7477",2018,0,0
"18-7478",2018,0,0
"18-7479",2018,0,0
"18-748",2018,0,0
"18-7480",2018,0,0
"18-7481",2018,0,0
"18-7482",2018,0,0
"18-7483",2018,0,0
"18-7484",2018,0,0
"18-7485",2018,0,0
"18-7486",2018,0,0
"18-7487",2018,0,0
"18-7488",2018,0,0
"18-7489",2018,0,0
"18-749",2018,0,0
"18-7490",2018,0,0
"18-7491",2018,0,0
"18-7492",2018,0,0
"18-7493",2018,0,0
"18-7494",2018,0,0
"18-7495",2018,0,0
"18-7496",2018,0,0
"18-7497",2018,0,0
"18-7498",2018,0,0
"18-7499",2018,0,0
"18-75",2018,0,0
"18-750",2018,1,0
"18-7500",2018,0,0
"18-7501",2018,0,0
"18-7502",2018,0,0
"18-7503",2018,1,0
"18-7504",2018,0,0
"18-7505",2018,0,0
"18-7506",2018,0,0
"18-7507",2018,0,0
"18-7508",2018,0,0
"18-7509",2018,0,0
"18-751",2018,0,0
"18-7510",2018,0,0
"18-7511",2018,0,0
"18-7512",2018,0,0
"18-7513",2018,0,0
"18-7514",2018,0,0
"18-7515",2018,0,0
"18-7516",2018,0,0
"18-7517",2018,0,0
"18-7518",2018,0,0
"18-7519",2018,0,0
"18-752",2018,0,0
"18-7520",2018,0,0
"18-7521",2018,0,0
"18-7522",2018,0,0
"18-7523",2018,0,0
"18-7524",2018,0,0
"18-7525",2018,0,0
"18-7526",2018,0,0
"18-7527",2018,0,0
"18-7528",2018,0,0
"18-7529",2018,0,0
"18-753",2018,0,0
"18-7530",2018,0,0
"18-7531",2018,0,0
"18-7532",2018,0,0
"18-7533",2018,0,0
"18-7534",2018,0,0
"18-7535",2018,0,0
"18-7536",2018,0,0
"18-7537",2018,0,0
"18-7538",2018,0,0
"18-7539",2018,0,0
"18-754",2018,0,0
"18-7540",2018,0,0
"18-7541",2018,0,0
"18-7542",2018,0,0
"18-7543",2018,0,0
"18-7544",2018,0,0
"18-7545",2018,0,0
"18-7546",2018,0,0
"18-7547",2018,0,0
"18-7548",2018,0,0
"18-7549",2018,0,0
"18-755",2018,3,0
"18-7550",2018,0,0
"18-7551",2018,0,0
"18-7552",2018,0,0
"18-7553",2018,0,0
"18-7554",2018,0,0
"18-7555",2018,0,0
"18-7556",2018,0,0
"18-7557",2018,0,0
"18-7558",2018,0,0
"18-7559",2018,0,0
"18-756",2018,0,0
"18-7560",2018,0,0
"18-7561",2018,0,0
"18-7562",2018,0,0
"18-7563",2018,0,0
"18-7564",2018,0,0
"18-7565",2018,0,0
"18-7566",2018,0,0
"18-7567",2018,0,0
"18-7568",2018,0,0
"18-7569",2018,0,0
"18-757",2018,0,0
"18-7570",2018,0,0
"18-7571",2018,0,0
"18-7572",2018,0,0
"18-7573",2018,0,0
"18-7574",2018,0,0
"18-7575",2018,0,0
"18-7576",2018,0,0
"18-7577",2018,0,0
"18-7578",2018,0,0
"18-7579",2018,0,0
"18-758",2018,0,0
"18-7580",2018,0,0
"18-7581",2018,0,0
"18-7582",2018,0,0
"18-7583",2018,0,0
"18-7584",2018,0,0
"18-7585",2018,0,0
"18-7586",2018,0,0
"18-7587",2018,0,0
"18-7588",2018,0,0
"18-7589",2018,0,0
"18-759",2018,1,0
"18-7590",2018,0,0
"18-7591",2018,0,0
"18-7592",2018,0,0
"18-7593",2018,0,0
"18-7594",2018,0,0
"18-7595",2018,0,0
"18-7596",2018,0,0
"18-7597",2018,0,0
"18-7598",2018,0,0
"18-7599",2018,0,0
"18-76",2018,0,0
"18-760",2018,0,0
"18-7600",2018,0,0
"18-7601",2018,0,0
"18-7602",2018,0,0
"18-7603",2018,0,0
"18-7604",2018,0,0
"18-7605",2018,0,0
"18-7606",2018,0,0
"18-7607",2018,0,0
"18-7608",2018,0,0
"18-7609",2018,0,0
"18-761",2018,1,0
"18-7610",2018,0,0
"18-7611",2018,0,0
"18-7612",2018,0,0
"18-7613",2018,0,0
"18-7614",2018,0,0
"18-7615",2018,0,0
"18-7616",2018,0,0
"18-7617",2018,0,0
"18-7618",2018,0,0
"18-7619",2018,0,0
"18-762",2018,0,0
"18-7620",2018,0,0
"18-7621",2018,0,0
"18-7622",2018,0,0
"18-7623",2018,0,0
"18-7624",2018,0,0
"18-7625",2018,0,0
"18-7626",2018,0,0
"18-7627",2018,0,0
"18-7628",2018,0,0
"18-7629",2018,0,0
"18-763",2018,0,0
"18-7630",2018,0,0
"18-7631",2018,0,0
"18-7632",2018,0,0
"18-7633",2018,0,0
"18-7634",2018,0,0
"18-7635",2018,0,0
"18-7636",2018,0,0
"18-7637",2018,0,0
"18-7638",2018,0,0
"18-7639",2018,0,0
"18-764",2018,0,0
"18-7640",2018,0,0
"18-7641",2018,0,0
"18-7642",2018,0,0
"18-7643",2018,0,0
"18-7644",2018,0,0
"18-7645",2018,0,0
"18-7646",2018,0,0
"18-7647",2018,0,0
"18-7648",2018,0,0
"18-7649",2018,0,0
"18-765",2018,0,0
"18-7650",2018,0,0
"18-7651",2018,0,0
"18-7652",2018,0,0
"18-7653",2018,0,0
"18-7654",2018,0,0
"18-7655",2018,0,0
"18-7656",2018,0,0
"18-7657",2018,0,0
"18-7658",2018,0,0
"18-7659",2018,0,0
"18-766",2018,8,0
"18-7660",2018,0,0
"18-7661",2018,0,0
"18-7662",2018,0,0
"18-7663",2018,0,0
"18-7664",2018,0,0
"18-7665",2018,0,0
"18-7666",2018,0,0
"18-7667",2018,0,0
"18-7668",2018,0,0
"18-7669",2018,0,0
"18-767",2018,0,0
"18-7670",2018,0,0
"18-7671",2018,0,0
"18-7672",2018,0,0
"18-7673",2018,0,0
"18-7674",2018,0,0
"18-7675",2018,0,0
"18-7676",2018,0,0
"18-7677",2018,0,0
"18-7678",2018,0,0
"18-7679",2018,0,0
"18-768",2018,0,0
"18-7680",2018,0,0
"18-7681",2018,0,0
"18-7682",2018,0,0
"18-7683",2018,0,0
"18-7684",2018,0,0
"18-7685",2018,0,0
"18-7686",2018,0,0
"18-7687",2018,0,0
"18-7688",2018,0,0
"18-7689",2018,0,0
"18-769",2018,0,0
"18-7690",2018,0,0
"18-7691",2018,0,0
"18-7692",2018,0,0
"18-7693",2018,0,0
"18-7694",2018,0,0
"18-7695",2018,0,0
"18-7696",2018,0,0
"18-7697",2018,0,0
"18-7698",2018,0,0
"18-7699",2018,0,0
"18-77",2018,1,0
"18-770",2018,0,0
"18-7700",2018,0,0
"18-7701",2018,0,0
"18-7702",2018,0,0
"18-7703",2018,0,0
"18-7704",2018,0,0
"18-7705",2018,0,0
"18-7706",2018,0,0
"18-7707",2018,0,0
"18-7708",2018,0,0
"18-7709",2018,0,0
"18-771",2018,0,0
"18-7710",2018,0,0
"18-7711",2018,0,0
"18-7712",2018,0,0
"18-7713",2018,0,0
"18-7714",2018,0,0
"18-7715",2018,0,0
"18-7716",2018,0,0
"18-7717",2018,0,0
"18-7718",2018,0,0
"18-7719",2018,0,0
"18-772",2018,0,0
"18-7720",2018,0,0
"18-7721",2018,0,0
"18-7722",2018,0,0
"18-7723",2018,0,0
"18-7724",2018,0,0
"18-7725",2018,0,0
"18-7726",2018,0,0
"18-7727",2018,0,0
"18-7728",2018,0,0
"18-7729",2018,0,0
"18-773",2018,0,0
"18-7730",2018,0,0
"18-7731",2018,0,0
"18-7732",2018,0,0
"18-7733",2018,0,0
"18-7734",2018,0,0
"18-7735",2018,0,0
"18-7736",2018,0,0
"18-7737",2018,0,0
"18-7738",2018,0,0
"18-7739",2018,2,1
"18-774",2018,0,0
"18-7740",2018,0,0
"18-7741",2018,0,0
"18-7742",2018,0,0
"18-7743",2018,0,0
"18-7744",2018,0,0
"18-7745",2018,0,0
"18-7746",2018,0,0
"18-7747",2018,0,0
"18-7748",2018,0,0
"18-7749",2018,0,0
"18-775",2018,0,0
"18-7750",2018,0,0
"18-7751",2018,0,0
"18-7752",2018,0,0
"18-7753",2018,0,0
"18-7754",2018,0,0
"18-7755",2018,0,0
"18-7756",2018,0,0
"18-7757",2018,0,0
"18-7758",2018,0,0
"18-7759",2018,0,0
"18-776",2018,3,1
"18-7760",2018,0,0
"18-7761",2018,0,0
"18-7762",2018,0,0
"18-7763",2018,0,0
"18-7764",2018,0,0
"18-7765",2018,0,0
"18-7766",2018,0,0
"18-7767",2018,0,0
"18-7768",2018,0,0
"18-7769",2018,0,0
"18-777",2018,0,0
"18-7770",2018,0,0
"18-7771",2018,0,0
"18-7772",2018,0,0
"18-7773",2018,0,0
"18-7774",2018,0,0
"18-7775",2018,0,0
"18-7776",2018,0,0
"18-7777",2018,0,0
"18-7778",2018,0,0
"18-7779",2018,0,0
"18-778",2018,0,0
"18-7780",2018,0,0
"18-7781",2018,0,0
"18-7782",2018,0,0
"18-7783",2018,0,0
"18-7784",2018,0,0
"18-7785",2018,0,0
"18-7786",2018,0,0
"18-7787",2018,0,0
"18-7788",2018,0,0
"18-7789",2018,0,0
"18-779",2018,0,0
"18-7790",2018,0,0
"18-7791",2018,0,0
"18-7792",2018,0,0
"18-7793",2018,0,0
"18-7794",2018,0,0
"18-7795",2018,0,0
"18-7796",2018,0,0
"18-7797",2018,0,0
"18-7798",2018,0,0
"18-7799",2018,0,0
"18-78",2018,0,0
"18-780",2018,0,0
"18-7800",2018,0,0
"18-7801",2018,0,0
"18-7802",2018,0,0
"18-7803",2018,0,0
"18-7804",2018,0,0
"18-7805",2018,0,0
"18-7806",2018,0,0
"18-7807",2018,0,0
"18-7808",2018,0,0
"18-7809",2018,0,0
"18-781",2018,0,0
"18-7810",2018,0,0
"18-7811",2018,0,0
"18-7812",2018,0,0
"18-7813",2018,0,0
"18-7814",2018,0,0
"18-7815",2018,0,0
"18-7816",2018,0,0
"18-7817",2018,0,0
"18-7818",2018,0,0
"18-7819",2018,0,0
"18-782",2018,0,0
"18-7820",2018,0,0
"18-7821",2018,0,0
"18-7822",2018,0,0
"18-7823",2018,0,0
"18-7824",2018,0,0
"18-7825",2018,0,0
"18-7826",2018,0,0
"18-7827",2018,0,0
"18-7828",2018,0,0
"18-7829",2018,0,0
"18-783",2018,0,0
"18-7830",2018,0,0
"18-7831",2018,0,0
"18-7832",2018,0,0
"18-7833",2018,0,0
"18-7834",2018,0,0
"18-7835",2018,0,0
"18-7836",2018,0,0
"18-7837",2018,0,0
"18-7838",2018,0,0
"18-7839",2018,0,0
"18-784",2018,0,0
"18-7840",2018,0,0
"18-7841",2018,0,0
"18-7842",2018,0,0
"18-7843",2018,0,0
"18-7844",2018,0,0
"18-7845",2018,0,0
"18-7846",2018,0,0
"18-7847",2018,0,0
"18-7848",2018,0,0
"18-7849",2018,0,0
"18-785",2018,0,0
"18-7850",2018,0,0
"18-7851",2018,0,0
"18-7852",2018,0,0
"18-7853",2018,0,0
"18-7854",2018,0,0
"18-7855",2018,0,0
"18-7856",2018,0,0
"18-7857",2018,0,0
"18-7858",2018,0,0
"18-7859",2018,0,0
"18-786",2018,0,0
"18-7860",2018,0,0
"18-7861",2018,0,0
"18-7862",2018,0,0
"18-7863",2018,0,0
"18-7864",2018,0,0
"18-7865",2018,0,0
"18-7866",2018,0,0
"18-7867",2018,0,0
"18-7868",2018,0,0
"18-7869",2018,0,0
"18-787",2018,0,0
"18-7870",2018,0,0
"18-7871",2018,0,0
"18-7872",2018,0,0
"18-7873",2018,0,0
"18-7874",2018,0,0
"18-7875",2018,0,0
"18-7876",2018,0,0
"18-7877",2018,0,0
"18-7878",2018,0,0
"18-7879",2018,0,0
"18-788",2018,0,0
"18-7880",2018,0,0
"18-7881",2018,0,0
"18-7882",2018,0,0
"18-7883",2018,0,0
"18-7884",2018,0,0
"18-7885",2018,0,0
"18-7886",2018,0,0
"18-7887",2018,0,0
"18-7888",2018,0,0
"18-7889",2018,0,0
"18-789",2018,0,0
"18-7890",2018,0,0
"18-7891",2018,0,0
"18-7892",2018,0,0
"18-7893",2018,0,0
"18-7894",2018,0,0
"18-7895",2018,0,0
"18-7896",2018,0,0
"18-7897",2018,0,0
"18-7898",2018,0,0
"18-7899",2018,0,0
"18-79",2018,0,0
"18-790",2018,0,0
"18-7900",2018,0,0
"18-7901",2018,0,0
"18-7902",2018,0,0
"18-7903",2018,0,0
"18-7904",2018,0,0
"18-7905",2018,0,0
"18-7906",2018,0,0
"18-7907",2018,0,0
"18-7908",2018,0,0
"18-7909",2018,0,0
"18-791",2018,0,0
"18-7910",2018,0,0
"18-7911",2018,0,0
"18-7912",2018,0,0
"18-7913",2018,0,0
"18-7914",2018,0,0
"18-7915",2018,0,0
"18-7916",2018,0,0
"18-7917",2018,0,0
"18-7918",2018,0,0
"18-7919",2018,0,0
"18-792",2018,0,0
"18-7920",2018,0,0
"18-7921",2018,0,0
"18-7922",2018,0,0
"18-7923",2018,0,0
"18-7924",2018,0,0
"18-7925",2018,0,0
"18-7926",2018,0,0
"18-7927",2018,0,0
"18-7928",2018,0,0
"18-7929",2018,0,0
"18-793",2018,0,0
"18-7930",2018,0,0
"18-7931",2018,0,0
"18-7932",2018,0,0
"18-7933",2018,0,0
"18-7934",2018,0,0
"18-7935",2018,0,0
"18-7936",2018,0,0
"18-7937",2018,0,0
"18-7938",2018,0,0
"18-7939",2018,0,0
"18-794",2018,0,0
"18-7940",2018,0,0
"18-7941",2018,0,0
"18-7942",2018,0,0
"18-7943",2018,0,0
"18-7944",2018,0,0
"18-7945",2018,0,0
"18-7946",2018,0,0
"18-7947",2018,0,0
"18-7948",2018,0,0
"18-7949",2018,0,0
"18-795",2018,0,0
"18-7950",2018,0,0
"18-7951",2018,0,0
"18-7952",2018,0,0
"18-7953",2018,0,0
"18-7954",2018,0,0
"18-7955",2018,0,0
"18-7956",2018,0,0
"18-7957",2018,0,0
"18-7958",2018,0,0
"18-7959",2018,0,0
"18-796",2018,0,0
"18-7960",2018,0,0
"18-7961",2018,0,0
"18-7962",2018,0,0
"18-7963",2018,0,0
"18-7964",2018,0,0
"18-7965",2018,0,0
"18-7966",2018,0,0
"18-7967",2018,0,0
"18-7968",2018,0,0
"18-7969",2018,0,0
"18-797",2018,0,0
"18-7970",2018,0,0
"18-7971",2018,0,0
"18-7972",2018,1,0
"18-7973",2018,0,0
"18-7974",2018,0,0
"18-7975",2018,0,0
"18-7976",2018,0,0
"18-7977",2018,0,0
"18-7978",2018,0,0
"18-7979",2018,0,0
"18-798",2018,0,0
"18-7980",2018,0,0
"18-7981",2018,0,0
"18-7982",2018,0,0
"18-7983",2018,0,0
"18-7984",2018,0,0
"18-7985",2018,0,0
"18-7986",2018,0,0
"18-7987",2018,0,0
"18-7988",2018,0,0
"18-7989",2018,0,0
"18-799",2018,0,0
"18-7990",2018,0,0
"18-7991",2018,0,0
"18-7992",2018,0,0
"18-7993",2018,0,0
"18-7994",2018,0,0
"18-7995",2018,0,0
"18-7996",2018,0,0
"18-7997",2018,0,0
"18-7998",2018,0,0
"18-7999",2018,0,0
"18-8",2018,0,0
"18-80",2018,0,0
"18-800",2018,0,0
"18-8000",2018,0,0
"18-8001",2018,0,0
"18-8002",2018,0,0
"18-8003",2018,0,0
"18-8004",2018,0,0
"18-8005",2018,0,0
"18-8006",2018,0,0
"18-8007",2018,0,0
"18-8008",2018,0,0
"18-8009",2018,0,0
"18-801",2018,11,1
"18-8010",2018,0,0
"18-8011",2018,0,0
"18-8012",2018,0,0
"18-8013",2018,0,0
"18-8014",2018,0,0
"18-8015",2018,0,0
"18-8016",2018,0,0
"18-8017",2018,0,0
"18-8018",2018,0,0
"18-8019",2018,0,0
"18-802",2018,0,0
"18-8020",2018,0,0
"18-8021",2018,0,0
"18-8022",2018,0,0
"18-8023",2018,0,0
"18-8024",2018,0,0
"18-8025",2018,0,0
"18-8026",2018,0,0
"18-8027",2018,0,0
"18-8028",2018,0,0
"18-8029",2018,0,0
"18-803",2018,0,0
"18-8030",2018,0,0
"18-8031",2018,0,0
"18-8032",2018,0,0
"18-8033",2018,0,0
"18-8034",2018,0,0
"18-8035",2018,0,0
"18-8036",2018,0,0
"18-8037",2018,0,0
"18-8038",2018,0,0
"18-8039",2018,0,0
"18-804",2018,0,0
"18-8040",2018,0,0
"18-8041",2018,0,0
"18-8042",2018,0,0
"18-8043",2018,0,0
"18-8044",2018,0,0
"18-8045",2018,0,0
"18-8046",2018,0,0
"18-8047",2018,0,0
"18-8048",2018,0,0
"18-8049",2018,0,0
"18-805",2018,0,0
"18-8050",2018,0,0
"18-8051",2018,0,0
"18-8052",2018,0,0
"18-8053",2018,0,0
"18-8054",2018,0,0
"18-8055",2018,0,0
"18-8056",2018,0,0
"18-8057",2018,0,0
"18-8058",2018,0,0
"18-8059",2018,0,0
"18-806",2018,0,0
"18-8060",2018,0,0
"18-8061",2018,0,0
"18-8062",2018,0,0
"18-8063",2018,0,0
"18-8064",2018,0,0
"18-8065",2018,0,0
"18-8066",2018,0,0
"18-8067",2018,0,0
"18-8068",2018,0,0
"18-8069",2018,0,0
"18-807",2018,0,0
"18-8070",2018,0,0
"18-8071",2018,0,0
"18-8072",2018,0,0
"18-8073",2018,0,0
"18-8074",2018,0,0
"18-8075",2018,0,0
"18-8076",2018,0,0
"18-8077",2018,0,0
"18-8078",2018,0,0
"18-8079",2018,0,0
"18-808",2018,0,0
"18-8080",2018,0,0
"18-8081",2018,0,0
"18-8082",2018,0,0
"18-8083",2018,0,0
"18-8084",2018,0,0
"18-8085",2018,0,0
"18-8086",2018,0,0
"18-8087",2018,0,0
"18-8088",2018,0,0
"18-8089",2018,0,0
"18-809",2018,0,0
"18-8090",2018,0,0
"18-8091",2018,0,0
"18-8092",2018,0,0
"18-8093",2018,0,0
"18-8094",2018,0,0
"18-8095",2018,0,0
"18-8096",2018,0,0
"18-8097",2018,0,0
"18-8098",2018,0,0
"18-8099",2018,0,0
"18-81",2018,0,0
"18-810",2018,0,0
"18-8100",2018,0,0
"18-8101",2018,0,0
"18-8102",2018,0,0
"18-8103",2018,0,0
"18-8104",2018,0,0
"18-8105",2018,0,0
"18-8106",2018,0,0
"18-8107",2018,0,0
"18-8108",2018,0,0
"18-8109",2018,0,0
"18-811",2018,0,0
"18-8110",2018,0,0
"18-8111",2018,0,0
"18-8112",2018,0,0
"18-8113",2018,0,0
"18-8114",2018,0,0
"18-8115",2018,0,0
"18-8116",2018,0,0
"18-8117",2018,0,0
"18-8118",2018,0,0
"18-8119",2018,0,0
"18-812",2018,0,0
"18-8120",2018,0,0
"18-8121",2018,0,0
"18-8122",2018,0,0
"18-8123",2018,0,0
"18-8124",2018,0,0
"18-8125",2018,1,0
"18-8126",2018,0,0
"18-8127",2018,0,0
"18-8128",2018,0,0
"18-8129",2018,0,0
"18-813",2018,0,0
"18-8130",2018,0,0
"18-8131",2018,0,0
"18-8132",2018,0,0
"18-8133",2018,0,0
"18-8134",2018,0,0
"18-8135",2018,0,0
"18-8136",2018,0,0
"18-8137",2018,0,0
"18-8138",2018,0,0
"18-8139",2018,0,0
"18-814",2018,4,0
"18-8140",2018,0,0
"18-8141",2018,0,0
"18-8142",2018,0,0
"18-8143",2018,0,0
"18-8144",2018,0,0
"18-8145",2018,0,0
"18-8146",2018,0,0
"18-8147",2018,0,0
"18-8148",2018,0,0
"18-8149",2018,0,0
"18-815",2018,0,0
"18-8150",2018,0,0
"18-8151",2018,0,0
"18-8152",2018,0,0
"18-8153",2018,0,0
"18-8154",2018,0,0
"18-8155",2018,0,0
"18-8156",2018,0,0
"18-8157",2018,0,0
"18-8158",2018,0,0
"18-8159",2018,0,0
"18-816",2018,0,0
"18-8160",2018,0,0
"18-8161",2018,0,0
"18-8162",2018,0,0
"18-8163",2018,0,0
"18-8164",2018,0,0
"18-8165",2018,0,0
"18-8166",2018,0,0
"18-8167",2018,0,0
"18-8168",2018,0,0
"18-8169",2018,0,0
"18-817",2018,3,0
"18-8170",2018,0,0
"18-8171",2018,0,0
"18-8172",2018,0,0
"18-8173",2018,0,0
"18-8174",2018,0,0
"18-8175",2018,0,0
"18-8176",2018,0,0
"18-8177",2018,0,0
"18-8178",2018,0,0
"18-8179",2018,0,0
"18-818",2018,0,0
"18-8180",2018,0,0
"18-8181",2018,0,0
"18-8182",2018,0,0
"18-8183",2018,0,0
"18-8184",2018,0,0
"18-8185",2018,0,0
"18-8186",2018,0,0
"18-8187",2018,0,0
"18-8188",2018,0,0
"18-8189",2018,0,0
"18-819",2018,0,0
"18-8190",2018,0,0
"18-8191",2018,0,0
"18-8192",2018,0,0
"18-8193",2018,0,0
"18-8194",2018,0,0
"18-8195",2018,0,0
"18-8196",2018,0,0
"18-8197",2018,0,0
"18-8198",2018,0,0
"18-8199",2018,0,0
"18-82",2018,0,0
"18-820",2018,0,0
"18-8200",2018,0,0
"18-8201",2018,0,0
"18-8202",2018,0,0
"18-8203",2018,0,0
"18-8204",2018,0,0
"18-8205",2018,0,0
"18-8206",2018,0,0
"18-8207",2018,0,0
"18-8208",2018,0,0
"18-8209",2018,0,0
"18-821",2018,0,0
"18-8210",2018,0,0
"18-8211",2018,0,0
"18-8212",2018,0,0
"18-8213",2018,0,0
"18-8214",2018,1,0
"18-8215",2018,0,0
"18-8216",2018,0,0
"18-8217",2018,0,0
"18-8218",2018,0,0
"18-8219",2018,0,0
"18-822",2018,0,0
"18-8220",2018,0,0
"18-8221",2018,0,0
"18-8222",2018,0,0
"18-8223",2018,0,0
"18-8224",2018,0,0
"18-8225",2018,0,0
"18-8226",2018,0,0
"18-8227",2018,0,0
"18-8228",2018,0,0
"18-8229",2018,0,0
"18-823",2018,1,0
"18-8230",2018,0,0
"18-8231",2018,0,0
"18-8232",2018,0,0
"18-8233",2018,0,0
"18-8234",2018,0,0
"18-8235",2018,0,0
"18-8236",2018,0,0
"18-8237",2018,0,0
"18-8238",2018,0,0
"18-8239",2018,0,0
"18-824",2018,6,0
"18-8240",2018,0,0
"18-8241",2018,0,0
"18-8242",2018,0,0
"18-8243",2018,0,0
"18-8244",2018,0,0
"18-8245",2018,0,0
"18-8246",2018,0,0
"18-8247",2018,0,0
"18-8248",2018,0,0
"18-8249",2018,0,0
"18-825",2018,0,0
"18-8250",2018,0,0
"18-8251",2018,0,0
"18-8252",2018,0,0
